VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD0.z,in_TEXCOORD0.w,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD1.z,in_TEXCOORD1.w,in_TEXCOORD2.x,in_TEXCOORD2.y,in_TEXCOORD2.z,in_TEXCOORD2.w
47,161,187.2698974609375,-3.014338493347168,46.2097282409668,0.09803921568627451,0.047058823529411764,0.03529411764705882,0.28627450980392155,0.1666666716337204,0.6666666269302368,0.3333333432674408,0.6666666269302368,-184.8790283203125,0.05485877767205238,0.5975349545478821,1.5366301536560059,0.0,0.0,0.05748909339308739,0.0
48,162,181.67086791992188,3.881206750869751,48.411399841308594,0.06666666666666667,0.03529411764705882,0.03137254901960784,0.2549019607843137,0.1666666716337204,0.6666666269302368,0.3333333432674408,0.6666666269302368,-312.9100341796875,0.04712386429309845,0.36634376645088196,2.006603956222534,0.0,0.0,0.20799033343791962,0.0
49,163,186.302490234375,3.9013805389404297,53.066959381103516,0.06666666666666667,0.03529411764705882,0.03137254901960784,0.2549019607843137,0.3333333432674408,0.6666666269302368,0.5,0.6666666269302368,-312.9100341796875,0.04712386429309845,0.36634376645088196,2.006603956222534,0.0,0.0,0.20799033343791962,0.0
50,164,189.3059539794922,-1.129254698753357,50.100738525390625,0.06666666666666667,0.03529411764705882,0.03137254901960784,0.2549019607843137,0.3333333432674408,0.4999999701976776,0.5,0.4999999701976776,-312.9100341796875,0.04712386429309845,0.36634376645088196,2.006603956222534,0.0,0.0,0.20799033343791962,0.0
51,162,181.67086791992188,3.881206750869751,48.411399841308594,0.06666666666666667,0.03529411764705882,0.03137254901960784,0.2549019607843137,0.1666666716337204,0.6666666269302368,0.3333333432674408,0.6666666269302368,-312.9100341796875,0.04712386429309845,0.36634376645088196,2.006603956222534,0.0,0.0,0.20799033343791962,0.0
52,164,189.3059539794922,-1.129254698753357,50.100738525390625,0.06666666666666667,0.03529411764705882,0.03137254901960784,0.2549019607843137,0.3333333432674408,0.4999999701976776,0.5,0.4999999701976776,-312.9100341796875,0.04712386429309845,0.36634376645088196,2.006603956222534,0.0,0.0,0.20799033343791962,0.0
53,165,184.67433166503906,-1.1494284868240356,45.4451789855957,0.06666666666666667,0.03529411764705882,0.03137254901960784,0.2549019607843137,0.1666666716337204,0.4999999701976776,0.3333333432674408,0.4999999701976776,-312.9100341796875,0.04712386429309845,0.36634376645088196,2.006603956222534,0.0,0.0,0.20799033343791962,0.0
54,166,182.61598205566406,6.039948463439941,50.85099792480469,0.13725490196078433,0.07058823529411765,0.058823529411764705,0.25098039215686274,0.8333333730697632,0.8333333134651184,0.0,0.6666666269302368,-214.35122680664062,0.04577183723449707,0.32183170318603516,2.057223320007324,0.0,0.0,0.15237517654895782,0.0
55,167,189.41567993164062,2.312652349472046,53.22763442993164,0.13725490196078433,0.07058823529411765,0.058823529411764705,0.25098039215686274,1.0,0.8333333134651184,0.1666666716337204,0.6666666269302368,-214.35122680664062,0.04577183723449707,0.32183170318603516,2.057223320007324,0.0,0.0,0.15237517654895782,0.0
56,168,188.9243621826172,-2.6579363346099854,46.837890625,0.13725490196078433,0.07058823529411765,0.058823529411764705,0.25098039215686274,1.0,0.6666666269302368,0.1666666716337204,0.4999999701976776,-214.35122680664062,0.04577183723449707,0.32183170318603516,2.057223320007324,0.0,0.0,0.15237517654895782,0.0
57,166,182.61598205566406,6.039948463439941,50.85099792480469,0.13725490196078433,0.07058823529411765,0.058823529411764705,0.25098039215686274,0.8333333730697632,0.8333333134651184,0.0,0.6666666269302368,-214.35122680664062,0.04577183723449707,0.32183170318603516,2.057223320007324,0.0,0.0,0.15237517654895782,0.0
58,168,188.9243621826172,-2.6579363346099854,46.837890625,0.13725490196078433,0.07058823529411765,0.058823529411764705,0.25098039215686274,1.0,0.6666666269302368,0.1666666716337204,0.4999999701976776,-214.35122680664062,0.04577183723449707,0.32183170318603516,2.057223320007324,0.0,0.0,0.15237517654895782,0.0
59,169,182.1246795654297,1.0693594217300415,44.46125793457031,0.13725490196078433,0.07058823529411765,0.058823529411764705,0.25098039215686274,0.8333333730697632,0.6666666269302368,0.0,0.4999999701976776,-214.35122680664062,0.04577183723449707,0.32183170318603516,2.057223320007324,0.0,0.0,0.15237517654895782,0.0
60,170,183.44638061523438,2.3871219158172607,50.85330581665039,0.047058823529411764,0.023529411764705882,0.01568627450980392,0.16470588235294117,0.5,1.0,0.6666666865348816,1.0,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,0.0,0.0,0.0,0.0
61,171,187.60882568359375,-0.2524688243865967,51.883426666259766,0.047058823529411764,0.023529411764705882,0.01568627450980392,0.16470588235294117,0.6666666865348816,1.0,0.8333333730697632,1.0,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,0.0,0.0,0.0,0.0
62,172,186.84117126464844,-3.0651464462280273,47.7780647277832,0.047058823529411764,0.023529411764705882,0.01568627450980392,0.16470588235294117,0.6666666865348816,0.8333333134651184,0.8333333730697632,0.8333333134651184,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,0.0,0.0,0.0,0.0
63,170,183.44638061523438,2.3871219158172607,50.85330581665039,0.047058823529411764,0.023529411764705882,0.01568627450980392,0.16470588235294117,0.5,1.0,0.6666666865348816,1.0,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,0.0,0.0,0.0,0.0
64,172,186.84117126464844,-3.0651464462280273,47.7780647277832,0.047058823529411764,0.023529411764705882,0.01568627450980392,0.16470588235294117,0.6666666865348816,0.8333333134651184,0.8333333730697632,0.8333333134651184,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,0.0,0.0,0.0,0.0
65,173,182.67872619628906,-0.4255557060241699,46.74794387817383,0.047058823529411764,0.023529411764705882,0.01568627450980392,0.16470588235294117,0.5,0.8333333134651184,0.6666666865348816,0.8333333134651184,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,-0.5416750907897949,0.0,0.0,0.0,0.0
66,174,182.66249084472656,-0.7803624868392944,47.14957046508789,0.01568627450980392,0.011764705882352941,0.00784313725490196,0.0196078431372549,0.0,1.0,0.1666666716337204,1.0,0.2666560113430023,0.0,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0
67,175,183.7827606201172,1.4632322788238525,50.93223571777344,0.01568627450980392,0.011764705882352941,0.00784313725490196,0.0196078431372549,0.1666666716337204,1.0,0.3333333432674408,1.0,0.2666560113430023,0.0,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0
68,176,187.42950439453125,-1.1925662755966187,51.42744445800781,0.01568627450980392,0.011764705882352941,0.00784313725490196,0.0196078431372549,0.1666666716337204,0.8333333134651184,0.3333333432674408,0.8333333134651184,0.2666560113430023,0.0,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0
69,174,182.66249084472656,-0.7803624868392944,47.14957046508789,0.01568627450980392,0.011764705882352941,0.00784313725490196,0.0196078431372549,0.0,1.0,0.1666666716337204,1.0,0.2666560113430023,0.0,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0
70,176,187.42950439453125,-1.1925662755966187,51.42744445800781,0.01568627450980392,0.011764705882352941,0.00784313725490196,0.0196078431372549,0.1666666716337204,0.8333333134651184,0.3333333432674408,0.8333333134651184,0.2666560113430023,0.0,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0
71,177,186.30923461914062,-3.4361610412597656,47.644775390625,0.01568627450980392,0.011764705882352941,0.00784313725490196,0.0196078431372549,0.0,0.8333333134651184,0.1666666716337204,0.8333333134651184,0.2666560113430023,0.0,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0
